cds_code,year_built,max_sqft
19647330109272,1965,
19647330109280,1965,
19647330109298,1965,
19647330109306,1965,
19647330109314,1965,
19647330109322,1965,
19647330109330,1965,
19647330109348,1965,
19647330109355,1965,
19647330109363,1965,
19647330109371,1965,
19647330109389,1965,
19647330109397,1965,
19647330109405,1965,
19647330109413,1965,
19647330109421,1965,
19647330109439,1965,
19647330109447,1965,
19647330109454,1965,
19647330109462,1965,
19647330109512,1965,
19647330109884,1965,
19647330109934,1965,
19647330110304,1965,
19647330110668,1965,
19647330111211,1965,
19647330111484,1965,
19647330111492,1965,
19647330111500,1965,
19647330111518,1965,
19647330111575,1965,
19647330111583,1965,
19647330111625,1965,
19647330111641,1965,
19647330111658,1965,
19647330111955,1965,
19647330111971,1965,
19647330111989,1965,
19647330111997,1965,
19647330112003,1965,
19647330112011,1965,
19647330112029,1965,
19647330112037,1965,
19647330112045,1965,
19647330112052,1965,
19647330112060,1965,
19647330112201,1965,
19647330112235,1965,
19647330112508,1965,
19647330112870,1965,
19647330114199,1965,
19647330114850,1965,
19647330114884,1965,
19647330114959,1965,
19647330114967,1965,
19647330115048,1965,
19647330115113,1965,
19647330115139,1965,
19647330115253,1965,
19647330116509,1965,
19647330116954,1965,
19647330117028,1965,
19647330117036,1965,
19647330117044,1965,
19647330117051,1965,
19647330117069,1965,
19647330117598,1965,
19647330117606,1965,
19647330117614,1965,
19647330117622,1965,
19647330117648,1965,
19647330117655,1965,
19647330117721,1965,
19647330117747,1965,
19647330117762,1965,
19647330117846,1965,
19647330117895,1965,
19647330117903,1965,
19647330117911,1965,
19647330117978,1965,
19647330118588,1965,
19647330119685,1965,
19647330119693,1965,
19647330119701,1965,
19647330119727,1965,
19647330119735,1965,
19647330119966,1965,
19647330119982,1965,
19647330120014,1965,
19647330120022,1965,
19647330120030,1965,
19647330120071,1965,
19647330120097,1965,
19647330120360,1965,
19647330120477,1965,
19647330120527,1965,
19647330120808,1965,
19647330121079,1965,
19647330121095,1965,
19647330121103,1965,
19647330121137,1965,
19647330121285,1965,
19647330121293,1965,
19647330121699,1965,
19647330121707,1965,
19647330121848,1965,
19647330122101,1965,
19647330122119,1965,
19647330122127,1965,
19647330122135,1965,
19647330122143,1965,
19647330122150,1965,
19647330122168,1965,
19647330122176,1965,
19647330122184,1965,
19647330122192,1965,
19647330122200,1965,
19647330122218,1965,
19647330122226,1965,
19647330122234,1965,
19647330122242,1965,
19647330122333,1965,
19647330122341,1965,
19647330122358,1965,
19647330122366,1965,
19647330122374,1965,
19647330122382,1965,
19647330122390,1965,
19647330122408,1965,
19647330122416,1965,
19647330122481,1965,
19647330122556,1965,
19647330122564,1965,
19647330122606,1965,
19647330122614,1965,
19647330122622,1965,
19647330122630,1965,
19647330122655,1965,
19647330122721,1965,
19647330122739,1965,
19647330122747,1965,
19647330122754,1965,
19647330122838,1965,
19647330122861,1965,
19647330123133,1965,
19647330123141,1965,
19647330123158,1965,
19647330123166,1965,
19647330123984,1965,
19647330123992,1965,
19647330124008,1965,
19647330124016,1965,
19647330124198,1965,
19647330124222,1965,
19647330124362,1965,
19647330124370,1965,
19647330124388,1965,
19647330124396,1965,
19647330124404,1965,
19647330124412,1965,
19647330124453,1965,
19647330124479,1965,
19647330124487,1965,
19647330124495,1965,
19647330124503,1965,
19647330124511,1965,
19647330124529,1965,
19647330124560,1965,
19647330124784,1965,
19647330124792,1965,
19647330124800,1965,
19647330124818,1965,
19647330124826,1965,
19647330124891,1965,
19647330124933,1965,
19647330124941,1965,
19647330125096,1965,
19647330125609,1965,
19647330125625,1965,
19647330125641,1965,
19647330125864,1965,
19647330125971,1965,
19647330125989,1965,
19647330126136,1965,
19647330126169,1965,
19647330126177,1965,
19647330126193,1965,
19647330126375,1965,
19647330126383,1965,
19647330126391,1965,
19647330126409,1965,
19647330126417,1965,
19647330126425,1965,
19647330126433,1965,
19647330126441,1965,
19647330126458,1965,
19647330126466,1965,
19647330126474,1965,
19647330126482,1965,
19647330126516,1965,
19647330126524,1965,
19647330126532,1965,
19647330126540,1965,
19647330126557,1965,
19647330126573,1965,
19647330126581,1965,
19647330126599,1965,
19647330126607,1965,
19647330126615,1965,
19647330126623,1965,
19647330126797,1965,
19647330127670,1965,
19647330127787,1965,
19647330127795,1965,
19647330127803,1965,
19647330127886,1965,
19647330127894,1965,
19647330127910,1965,
19647330127985,1965,
19647330128009,1965,
19647330128033,1965,
19647330128041,1965,
19647330128058,1965,
19647330128132,1965,
19647330128371,1965,
19647330128512,1965,
19647330128710,1965,
19647330129270,1965,
19647330129460,1965,
19647330129536,1965,
19647330129585,1965,
19647330129593,1965,
19647330129619,1965,
19647330129627,1965,
19647330129650,1965,
19647330129833,1965,
19647330129858,1965,
19647330129866,1965,
19647330130997,1965,
19647330131466,1965,
19647330131722,1965,
19647330131771,1965,
19647330131797,1965,
19647330131821,1965,
19647330131904,1965,
19647330132027,1965,
19647330132084,1965,
19647330132126,1965,
19647330132282,1965,
19647330132928,1965,
19647330133272,1965,
19647330133280,1965,
19647330133298,1965,
19647330133603,1965,
19647330133686,1965,
19647330133694,1965,
19647330133702,1965,
19647330133710,1965,
19647330133736,1965,
19647330133744,1965,
19647330133868,1965,
19647330134023,1965,
19647330134205,1965,
19647330135509,1965,
19647330135517,1965,
19647330135616,1965,
19647330135632,1965,
19647330135681,1965,
19647330135707,1965,
19647330135715,1965,
19647330135723,1965,
19647330135855,1965,
19647330135921,1965,
19647330135954,1965,
19647330135996,1965,
19647330136986,1965,
19647330136994,1965,
19647330137083,1965,
19647330137091,1965,
19647330137463,1965,
19647330137471,1965,
19647330137513,1965,
19647330137521,1965,
19647330137562,1965,
19647330137604,1965,
19647330138305,1965,
19647330138883,1965,
19647330139071,1965,
19647330139089,1965,
19647330139097,1965,
19647330139121,1965,
19647330139832,1965,
19647330140004,1965,
19647330140046,1965,
19647330140111,1965,
19647330140129,1965,
19647330140749,1965,
19647330141481,1965,
19647330141523,1965,
19647330141531,1965,
19647330141549,1965,
19647330141556,1965,
19647330141564,1965,
19647330141572,1965,
19647330141630,1965,
19647331930064,1965,
19647331930296,1965,
19647331930387,1965,
19647331930403,1965,
19647331930429,1965,
19647331930486,1965,
19647331930551,1965,
19647331930577,1965,
19647331930619,1965,
19647331930650,1965,
19647331930692,1965,
19647331930734,1965,
19647331930783,1965,
19647331930791,1965,
19647331930866,1965,
19647331930924,1965,
19647331930940,1965,
19647331930973,1965,
19647331931047,1965,
19647331931054,1965,
19647331931070,1965,
19647331931336,1965,
19647331931377,1965,
19647331931385,1965,
19647331931393,1965,
19647331931435,1965,
19647331931450,1965,
19647331931468,1965,
19647331931476,1965,
19647331931484,1965,
19647331931500,1965,
19647331931518,1965,
19647331931526,1965,
19647331931534,1965,
19647331931559,1965,
19647331931633,1965,
19647331931682,1965,
19647331931690,1965,
19647331931708,1965,
19647331931716,1965,
19647331931856,1965,
19647331931864,1965,
19647331931930,1965,
19647331931955,1965,
19647331931971,1965,
19647331931989,1965,
19647331931997,1965,
19647331932128,1965,
19647331932250,1965,
19647331932318,1965,
19647331932334,1965,
19647331932342,1965,
19647331932383,1965,
19647331932540,1965,
19647331932623,1965,
19647331932821,1965,
19647331932847,1965,
19647331932888,1965,
19647331932896,1965,
19647331932920,1965,
19647331932987,1965,
19647331933001,1965,
19647331933043,1965,
19647331933118,1965,
19647331933233,1965,
19647331933241,1965,
19647331933381,1965,
19647331933746,1965,
19647331933795,1965,
19647331933852,1965,
19647331934033,1965,
19647331934157,1965,
19647331934371,1965,
19647331934454,1965,
19647331935121,1965,
19647331935352,1965,
19647331935519,1965,
19647331935568,1965,
19647331935717,1965,
19647331935865,1965,
19647331936160,1965,
19647331936350,1965,
19647331937085,1965,
19647331937226,1965,
19647331937424,1965,
19647331937622,1965,
19647331937838,1965,
19647331938307,1965,
19647331938554,1965,
19647331938612,1965,
19647331938885,1965,
19647331938968,1965,
19647331939040,1965,
19647331939107,1965,
19647331939305,1965,
19647331939479,1965,
19647331939784,1965,
19647331939859,1965,
19647331939941,1965,
19647331995448,1965,
19647331995794,1965,
19647331995836,1965,
19647331996073,1965,
19647331996115,1965,
19647331996610,1965,
19647331996651,1965,
19647336015705,1965,
19647336015713,1965,
19647336015721,1965,
19647336015739,1965,
19647336015747,1965,
19647336015754,1965,
19647336015762,1965,
19647336015770,1965,
19647336015796,1965,
19647336015804,1965,
19647336015812,1965,
19647336015820,1965,
19647336015838,1965,
19647336015846,1965,
19647336015853,1965,
19647336015861,1965,
19647336015879,1965,
19647336015887,1965,
19647336015895,1965,
19647336015903,1965,
19647336015929,1965,
19647336015945,1965,
19647336015952,1965,
19647336015960,1965,
19647336015978,1965,
19647336015986,1965,
19647336015994,1965,
19647336016018,1965,
19647336016026,1965,
19647336016034,1965,
19647336016042,1965,
19647336016059,1965,
19647336016067,1965,
19647336016075,1965,
19647336016083,1965,
19647336016091,1965,
19647336016109,1965,
19647336016117,1965,
19647336016125,1965,
19647336016133,1965,
19647336016141,1965,
19647336016158,1965,
19647336016166,1965,
19647336016174,1965,
19647336016182,1965,
19647336016208,1965,
19647336016216,1965,
19647336016224,1965,
19647336016232,1965,
19647336016240,1965,
19647336016257,1965,
19647336016265,1965,
19647336016273,1965,
19647336016281,1965,
19647336016299,1965,
19647336016307,1965,
19647336016315,1965,
19647336016323,1965,
19647336016331,1965,
19647336016349,1965,
19647336016356,1965,
19647336016364,1965,
19647336016372,1965,
19647336016380,1965,
19647336016398,1965,
19647336016406,1965,
19647336016414,1965,
19647336016422,1965,
19647336016430,1965,
19647336016448,1965,
19647336016455,1965,
19647336016463,1965,
19647336016471,1965,
19647336016489,1965,
19647336016497,1965,
19647336016505,1965,
19647336016513,1965,
19647336016521,1965,
19647336016539,1965,
19647336016547,1965,
19647336016554,1965,
19647336016562,1965,
19647336016570,1965,
19647336016604,1965,
19647336016612,1965,
19647336016620,1965,
19647336016638,1965,
19647336016646,1965,
19647336016653,1965,
19647336016661,1965,
19647336016679,1965,
19647336016687,1965,
19647336016695,1965,
19647336016703,1965,
19647336016711,1965,
19647336016729,1965,
19647336016737,1965,
19647336016745,1965,
19647336016752,1965,
19647336016778,1965,
19647336016786,1965,
19647336016794,1965,
19647336016802,1965,
19647336016810,1965,
19647336016828,1965,
19647336016836,1965,
19647336016844,1965,
19647336016851,1965,
19647336016869,1965,
19647336016877,1965,
19647336016885,1965,
19647336016893,1965,
19647336016901,1965,
19647336016935,1965,
19647336016943,1965,
19647336016950,1965,
19647336016968,1965,
19647336016976,1965,
19647336016984,1965,
19647336016992,1965,
19647336017008,1965,
19647336017024,1965,
19647336017032,1965,
19647336017040,1965,
19647336017057,1965,
19647336017065,1965,
19647336017073,1965,
19647336017081,1965,
19647336017099,1965,
19647336017115,1965,
19647336017123,1965,
19647336017131,1965,
19647336017149,1965,
19647336017156,1965,
19647336017164,1965,
19647336017172,1965,
19647336017180,1965,
19647336017198,1965,
19647336017206,1965,
19647336017214,1965,
19647336017222,1965,
19647336017230,1965,
19647336017248,1965,
19647336017255,1965,
19647336017263,1965,
19647336017271,1965,
19647336017289,1965,
19647336017297,1965,
19647336017305,1965,
19647336017313,1965,
19647336017321,1965,
19647336017339,1965,
19647336017347,1965,
19647336017354,1965,
19647336017362,1965,
19647336017388,1965,
19647336017396,1965,
19647336017404,1965,
19647336017412,1965,
19647336017420,1965,
19647336017438,1965,
19647336017446,1965,
19647336017453,1965,
19647336017461,1965,
19647336017479,1965,
19647336017487,1965,
19647336017495,1965,
19647336017503,1965,
19647336017511,1965,
19647336017529,1965,
19647336017537,1965,
19647336017545,1965,
19647336017552,1965,
19647336017586,1965,
19647336017594,1965,
19647336017602,1965,
19647336017610,1965,
19647336017628,1965,
19647336017636,1965,
19647336017644,1965,
19647336017651,1965,
19647336017669,1965,
19647336017677,1965,
19647336017685,1965,
19647336017693,1965,
19647336017701,1965,
19647336017719,1965,
19647336017727,1965,
19647336017735,1965,
19647336017743,1965,
19647336017750,1965,
19647336017768,1965,
19647336017776,1965,
19647336017784,1965,
19647336017792,1965,
19647336017800,1965,
19647336017818,1965,
19647336017826,1965,
19647336017834,1965,
19647336017842,1965,
19647336017859,1965,
19647336017867,1965,
19647336017875,1965,
19647336017883,1965,
19647336017891,1965,
19647336017909,1965,
19647336017917,1965,
19647336017925,1965,
19647336017933,1965,
19647336017941,1965,
19647336017958,1965,
19647336017966,1965,
19647336017974,1965,
19647336017982,1965,
19647336017990,1965,
19647336018006,1965,
19647336018014,1965,
19647336018022,1965,
19647336018030,1965,
19647336018048,1965,
19647336018055,1965,
19647336018063,1965,
19647336018071,1965,
19647336018089,1965,
19647336018097,1965,
19647336018105,1965,
19647336018113,1965,
19647336018121,1965,
19647336018139,1965,
19647336018147,1965,
19647336018154,1965,
19647336018162,1965,
19647336018170,1965,
19647336018188,1965,
19647336018196,1965,
19647336018204,1965,
19647336018212,1965,
19647336018220,1965,
19647336018238,1965,
19647336018246,1965,
19647336018253,1965,
19647336018261,1965,
19647336018279,1965,
19647336018287,1965,
19647336018295,1965,
19647336018303,1965,
19647336018311,1965,
19647336018337,1965,
19647336018345,1965,
19647336018352,1965,
19647336018360,1965,
19647336018378,1965,
19647336018386,1965,
19647336018394,1965,
19647336018402,1965,
19647336018410,1965,
19647336018428,1965,
19647336018436,1965,
19647336018444,1965,
19647336018469,1965,
19647336018477,1965,
19647336018485,1965,
19647336018493,1965,
19647336018501,1965,
19647336018519,1965,
19647336018527,1965,
19647336018535,1965,
19647336018543,1965,
19647336018550,1965,
19647336018568,1965,
19647336018576,1965,
19647336018592,1965,
19647336018618,1965,
19647336018626,1965,
19647336018634,1965,
19647336018642,1965,
19647336018659,1965,
19647336018667,1965,
19647336018675,1965,
19647336018683,1965,
19647336018691,1965,
19647336018709,1965,
19647336018717,1965,
19647336018725,1965,
19647336018741,1965,
19647336018758,1965,
19647336018766,1965,
19647336018774,1965,
19647336018790,1965,
19647336018808,1965,
19647336018816,1965,
19647336018824,1965,
19647336018832,1965,
19647336018840,1965,
19647336018857,1965,
19647336018873,1965,
19647336018881,1965,
19647336018907,1965,
19647336018915,1965,
19647336018923,1965,
19647336018931,1965,
19647336018949,1965,
19647336018956,1965,
19647336018964,1965,
19647336018972,1965,
19647336018980,1965,
19647336018998,1965,
19647336019004,1965,
19647336019012,1965,
19647336019020,1965,
19647336019038,1965,
19647336019046,1965,
19647336019053,1965,
19647336019061,1965,
19647336019079,1965,
19647336019087,1965,
19647336019095,1965,
19647336019111,1965,
19647336019129,1965,
19647336019137,1965,
19647336019145,1965,
19647336019152,1965,
19647336019160,1965,
19647336019178,1965,
19647336019186,1965,
19647336019194,1965,
19647336019202,1965,
19647336019210,1965,
19647336019228,1965,
19647336019236,1965,
19647336019244,1965,
19647336019251,1965,
19647336019269,1965,
19647336019277,1965,
19647336019285,1965,
19647336019293,1965,
19647336019301,1965,
19647336019319,1965,
19647336019327,1965,
19647336019335,1965,
19647336019343,1965,
19647336019350,1965,
19647336019368,1965,
19647336019376,1965,
19647336019384,1965,
19647336019392,1965,
19647336019400,1965,
19647336019418,1965,
19647336019426,1965,
19647336019434,1965,
19647336019442,1965,
19647336019459,1965,
19647336019467,1965,
19647336019475,1965,
19647336019483,1965,
19647336019491,1965,
19647336019509,1965,
19647336019517,1965,
19647336019525,1965,
19647336019533,1965,
19647336019541,1965,
19647336019558,1965,
19647336019566,1965,
19647336019574,1965,
19647336019582,1965,
19647336019590,1965,
19647336019608,1965,
19647336019616,1965,
19647336019624,1965,
19647336019632,1965,
19647336019640,1965,
19647336019657,1965,
19647336019665,1965,
19647336019673,1965,
19647336019681,1965,
19647336019699,1965,
19647336019707,1965,
19647336019715,1965,
19647336019723,1965,
19647336019731,1965,
19647336019749,1965,
19647336019756,1965,
19647336019764,1965,
19647336019772,1965,
19647336019780,1965,
19647336019798,1965,
19647336019806,1965,
19647336019814,1965,
19647336019822,1965,
19647336019830,1965,
19647336019848,1965,
19647336019855,1965,
19647336019863,1965,
19647336019871,1965,
19647336019889,1965,
19647336019905,1965,
19647336019913,1965,
19647336019921,1965,
19647336019939,1965,
19647336019947,1965,
19647336019954,1965,
19647336019962,1965,
19647336019970,1965,
19647336019988,1965,
19647336019996,1965,
19647336020002,1965,
19647336020010,1965,
19647336020028,1965,
19647336020036,1965,
19647336020044,1965,
19647336020051,1965,
19647336020069,1965,
19647336057855,1965,
19647336057871,1965,
19647336057889,1965,
19647336057897,1965,
19647336057905,1965,
19647336057913,1965,
19647336057921,1965,
19647336057939,1965,
19647336057947,1965,
19647336057954,1965,
19647336057962,1965,
19647336057988,1965,
19647336057996,1965,
19647336058002,1965,
19647336058028,1965,
19647336058036,1965,
19647336058044,1965,
19647336058051,1965,
19647336058069,1965,
19647336058077,1965,
19647336058085,1965,
19647336058093,1965,
19647336058101,1965,
19647336058127,1965,
19647336058135,1965,
19647336058143,1965,
19647336058150,1965,
19647336058168,1965,
19647336058176,1965,
19647336058184,1965,
19647336058192,1965,
19647336058200,1965,
19647336058218,1965,
19647336058226,1965,
19647336058242,1965,
19647336058267,1965,
19647336058275,1965,
19647336058283,1965,
19647336058291,1965,
19647336058309,1965,
19647336058317,1965,
19647336058325,1965,
19647336058333,1965,
19647336058341,1965,
19647336058358,1965,
19647336058366,1965,
19647336058374,1965,
19647336058382,1965,
19647336060461,1965,
19647336060495,1965,
19647336060503,1965,
19647336060511,1965,
19647336060529,1965,
19647336060545,1965,
19647336060578,1965,
19647336060586,1965,
19647336061394,1965,
19647336061402,1965,
19647336061410,1965,
19647336061436,1965,
19647336061444,1965,
19647336061451,1965,
19647336061469,1965,
19647336061477,1965,
19647336061485,1965,
19647336061501,1965,
19647336061519,1965,
19647336061527,1965,
19647336061535,1965,
19647336061543,1965,
19647336061550,1965,
19647336061568,1965,
19647336061576,1965,
19647336061584,1965,
19647336061600,1965,
19647336062699,1965,
19647336066278,1965,
19647336066286,1965,
19647336066294,1965,
19647336068431,1965,
19647336069157,1965,
19647336071435,1965,
19647336071443,1965,
19647336089700,1965,
19647336094726,1965,
19647336097927,1965,
19647336100069,1965,
19647336104814,1965,
19647336104822,1965,
19647336107064,1965,
19647336107403,1965,
19647336107411,1965,
19647336108641,1965,
19647336110266,1965,
19647336110274,1965,
19647336110951,1965,
19647336110969,1965,
19647336110977,1965,
19647336111512,1965,
19647336112411,1965,
19647336113419,1965,
19647336114722,1965,
19647336114912,1965,
19647336115794,1965,
19647336116750,1965,
19647336116842,1965,
19647336117667,1965,
19647336118186,1965,
19647336119044,1965,
19647336119093,1965,
19647336119531,1965,
19647336119903,1965,
19647336120471,1965,
19647336120489,1965,
19647336120679,1965,
19647336120794,1965,
19647336120810,1965,
19647586020077,1965,
19647586020085,1965,
19647586020093,1965,
19647586020101,1965,
19647740107912,1965,
19647740108381,1965,
19647740108399,1965,
19647740109538,1965,
19647740114777,1965,
19647741935428,1965,
19647741935436,1965,
19647746020234,1965,
19647746020242,1965,
19647746020259,1965,
19647746020267,1965,
19647746020275,1965,
19647746020283,1965,
19647746020291,1965,
19647746020309,1965,
19647746020317,1965,
19647746115539,1965,
19647746116685,1965,
19647901935899,1965,
19647901935923,1965,
19647901996404,1965,
19647906020424,1965,
19647906020432,1965,
19647906020457,1965,
19647906020465,1965,
19647906020473,1965,
19647906020481,1965,
19647906020499,1912,
19648166020697,1965,
19648166020721,1965,
19648166020747,1965,
19648166020754,1965,
19648166020762,1965,
19648166020770,1965,
19648166020788,1965,
19648166105407,1965,
19648320100636,1965,
19648320100644,1965,
19648320108027,1965,
19648326020796,1965,
19648326020804,1965,
19648326020812,1965,
19648326066773,1965,
19648326095442,1965,
19648326107171,1965,
19648326113047,1965,
19648401933647,1965,
19648401934728,1965,
19648401936467,1965,
19648401936475,1965,
19648406020838,1965,
19648406020846,1965,
19648406020887,1965,
19648406020895,1965,
19648406020903,1965,
19648406020911,1965,
19648406020929,1965,
19648406020937,1965,
19648406020945,1965,
19648406020952,1965,
19648406020994,1965,
19648406021000,1965,
19648406021018,1965,
19648406021026,1965,
19648406021034,1965,
19648406021042,1965,
19648406021075,1965,
19648406021083,1965,
19648406021091,1965,
19648406021125,1965,
19648406021133,1965,
19648570102269,1965,
19648570105981,1965,
19648570112714,1965,
19648570116558,1965,
19648570124156,1965,
19648570125377,1965,
19648570126268,1965,
19648570129973,1965,
19648570133173,1965,
19648570133611,1965,
19648570135301,1965,
19648576021141,1965,
19648576021158,1965,
19648576021190,1965,
19648576021208,1965,
19648576105613,1965,
19648576105621,1965,
19648576106793,1965,
19648576106900,1965,
19648576107635,1965,
19648576108609,1965,
19648576108625,1965,
19648576108633,1965,
19648576111538,1965,
19648576111546,1965,
19648576113906,1965,
19648576115273,1965,
19648576115281,1965,
19648576118749,1965,
19648576119143,1965,
19648650141002,1965,
19648651933308,1965,
19648651995588,1965,
19648651996552,1965,
19648656021240,1965,
19648656021257,1965,
19648656021273,1965,
19648656021299,1965,
19648656021307,1965,
19648656021315,1965,
19648656021323,1965,
19648656021331,1965,
19648656021349,1965,
19648656021356,1965,
19648656021372,1965,
19648656116172,1965,
19648656117584,1965,
19648730102681,1965,
19648730108779,1965,
19648730119438,1965,
19648730119446,1965,
19648730136705,1965,
19648730141739,1965,
19648731936749,1965,
19648731936756,1965,
19648731996107,1965,
19648736021380,1965,
19648736021398,1965,
19648736021414,1965,
19648736021430,1965,
19648736021448,1965,
19648736021455,1965,
19648736021463,1965,
19648736021471,1965,
19648736021489,1965,
19648736114615,1965,
19648736117444,1965,
19648810113464,1965,
19648810113472,1965,
19648810113894,1965,
19648810117440,1965,
19648810118075,1965,
19648810127746,1965,
19648810136945,1965,
19648811931062,1965,
19648811931674,1965,
19648811932409,1965,
19648811936103,1965,
19648811936806,1965,
19648811936822,1965,
19648816021505,1965,
19648816021554,1965,
19648816021570,1965,
19648816021612,1965,
19648816021620,1965,
19648816021679,1965,
19648816021687,1965,
19648816021729,1965,
19648816021737,1965,
19648816021752,1965,
19648816021760,1965,
19648816021778,1965,
19648816058465,1965,
19648816119549,1965,
19648816120265,1965,
19649070111047,1965,
19649070111054,1965,
19649071933175,1965,
19649071933324,1965,
19649071936772,1965,
19649071937028,1965,
19649071995547,1965,
19649071995901,1965,
19649071996495,1965,
19649076021786,1965,
19649076021794,1965,
19649076021802,1965,
19649076021836,1965,
19649076021851,1965,
19649076021869,1965,
19649076021877,1965,
19649076021885,1965,
19649076021893,1965,
19649076021901,1965,
19649076021927,1965,
19649076021935,1965,
19649076021943,1965,
19649076021950,1965,
19649076021968,1965,
19649076021976,1965,
19649076058507,1965,
19649076058515,1965,
19649076058523,1965,
19649076061634,1965,
19649076066781,1965,
19649076068787,1965,
19649076101133,1965,
19649076108914,1965,
19649076108922,1965,
19649076120653,1965,
19649316022164,1965,
19649316022172,1965,
19649316022180,1965,
19649316022198,1965,
19649316022206,1965,
19649641937754,1965,
19649646022495,1965,
19649646022503,1965,
19649646022529,1965,
19649800139311,1965,
19649801933373,1965,
19649801938000,1965,
19649801995737,1965,
19649806022545,1965,
19649806022552,1965,
19649806022560,1965,
19649806022578,1965,
19649806022594,1965,
19649806022602,1965,
19649806022610,1965,
19649806022636,1965,
19649806022644,1965,
19649806058531,1965,
19649806061659,1965,
19649806093538,1965,
19649980108597,1965,
19649980119230,1965,
19649986022651,1965,
19649986022669,1965,
19649986022685,1965,
19649986022693,1965,
19649986022701,1965,
19649986022727,1965,
19649986068860,1965,
19649986106876,1965,
19649986107924,1965,
19649986112528,1965,
19649986115513,1965,
19649986116495,1965,
19649986120257,1965,
19650291938455,1965,
19650296022768,1965,
19650296022776,1965,
19650296022784,1965,
19650296058556,1965,
19650376022800,1965,
19650376022818,1965,
19650376022826,1965,
19650376022834,1965,
19650376022842,1965,
19650376022859,1965,
19650450116616,1965,
19650456022677,1965,
19650456022883,1965,
19650456022891,1965,
19650456022917,1965,
19650456066807,1965,
19650456071682,1965,3000
19650456107205,1965,
19650456120513,1965,
19650521938679,1965,
19650521995745,1965,
19650521995976,1965,
19650526022925,1965,
19650526022933,1965,
19650526022941,1965,
19650526022958,1965,
19650526022966,1965,
19650600110320,1965,
19650601936277,1965,
19650601938083,1965,
19650601938356,1965,
19650601938752,1965,
19650601939602,1965,
19650606022974,1965,
19650606022982,1965,
19650606022990,1965,
19650606023006,1965,
19650606023014,1965,
19650606023022,1965,
19650606023030,1965,
19650606023063,1965,
19650606023071,1965,
19650606023089,1965,
19650606023105,1965,
19650606023121,1965,
19650606023147,1965,
19650606023162,1965,
19650606023170,1965,
19650606023196,1965,
19650606023220,1965,
19650606023238,1965,
19650606023261,1965,
19650606023279,1965,
19650606023287,1965,
19650606023295,1965,
19650606023303,1965,
19650606023329,1965,
19650606068878,1965,
19650786023337,1965,
19650786023345,1965,
19650940112706,1965,
19650940116566,1965,
19650940122432,1965,
19650940137042,1965,
19650941938513,1965,
19650941939537,1965,
19650946023410,1965,
19650946023428,1965,
19650946023477,1965,
19650946023485,1965,
19650946023493,1965,
19650946023501,1965,
19650946023519,1965,
19650946023527,1965,
19650946023535,1965,
19650946023543,1965,
19650946107296,1965,
19651020101543,1965,
19651020110098,1965,
19651020125690,1965,
19651026023568,1965,
19651026023576,1965,
19651026023584,1965,
19651026023592,1965,
19651026071690,1965,
19651026108245,1965,
19651026109664,1965,
19651026110837,1965,
19651026111520,1965,
19651100126953,1965,
19651106023626,1965,
19651106023634,1965,
19651106023659,1965,
19651106023667,1965,
19651106023675,1965,
19651106023683,1965,
19651106023691,1965,
19651106023709,1965,
19651106023717,1965,
19651106023725,1965,
19651106023733,1965,
19651360101022,1965,
19651360102459,1965,
19651360102467,1965,
19651360102475,1965,
19651360114439,1965,
19651360117234,1965,
19651360138727,1965,
19651361931492,1965,
19651361931740,1965,
19651361932532,1965,
19651361933902,1965,
19651361934421,1965,
19651361995802,1965,
19651361996263,1965,
19651361996321,1965,
19651366058564,1965,
19651366058572,1965,
19651366058580,1965,
19651366111926,1965,
19734370115725,1965,
19734370118760,1965,
19734370132845,1965,
19734370132969,1965,
19734370134338,1965,
19734370137240,1965,
19734370137893,1965,
19734370137984,1965,
19734370140533,1965,
19734370141648,1965,
19734371931567,1965,
19734371931963,1965,
19734371932326,1965,
19734371995695,1965,
19734371996040,1965,
19734371996057,1965,
19734376012231,1965,
19734376012256,1965,
19734376012264,1965,
19734376012272,1965,
19734376012280,1965,
19734376012298,1965,
19734376012306,1965,
19734376012314,1965,
19734376012322,1965,
19734376012348,1965,
19734376012355,1965,
19734376012389,1965,
19734376012397,1965,
19734376012405,1965,
19734376012413,1965,
19734376013478,1965,
19734376013494,1965,
19734376023741,1965,
19734376023758,1965,
19734376023782,1965,
19734376057558,1965,
19734376057566,1965,
19734376057582,1965,
19734376057590,1965,
19734376061279,1965,
19734376066732,1965,
19734376114441,1965,
19734376120877,1965,
19734450122465,1965,
19734450125351,1965,
19734451933316,1965,
19734451934801,1965,
19734451935246,1965,
19734451938935,1965,
19734451939834,1965,
19734451939925,1965,
19734451996560,1965,
19734456014112,1965,
19734456014120,1965,
19734456014138,1965,
19734456014153,1965,
19734456014179,1965,
19734456014203,1965,
19734456014237,1965,
19734456014252,1965,
19734456014260,1965,
19734456014278,1965,
19734456014286,1965,
19734456014294,1965,
19734456014302,1965,
19734456014310,1965,
19734456014328,1965,
19734456014336,1965,
19734456014351,1965,
19734456014369,1965,
19734456014377,1965,
19734456014385,1965,
19734456014419,1965,
19734456022263,1965,
19734456022396,1965,
19734456066757,1965,
19734456068811,1965,
19734456069710,1965,
19734520111070,1965,
19734520120600,1965,
19734520125005,1965,
19734520141465,1965,
19734521930106,1965,
19734521936228,1965,
19734521937564,1965,
19734521995943,1965,
19734526022214,1965,
19734526022222,1965,
19734526022248,1965,
19734526022271,1965,
19734526022289,1965,
